5p+ Yield PS(II) Test,,,,,,,,,,,,,,,,,,,,,,
2, 7/ 3,19:45,80,R,10,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,220,378,0.417,4.7,27,20.6
3, 7/ 3,19:48,80,R,10,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,189,254,0.255,6.1,57,20.7
4, 7/ 3,19:51,80,R,10,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,179,210,0.147,5.9,97,20.7
5, 7/ 3,19:54,80,R,10,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,182,203,0.103,5.9,137,20.8
6, 7/ 3,19:57,80,R,10,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,184,200,0.08,5.9,177,20.8
5p+ Yield PS(II) Test,,,,,,,,,,,,,,,,,,,,,,
Sample #,Date,Time,Mod Int,Mod Wl,Det Gain,Sat Flash Int,Sat Width,Flash Mode,Far Red Mode,Far Red Int,Far Red Dur,Pre-Illum Mode,Illum Dur,Ke,Kq,PAR Corr,F',Fm',Y(II),ETR,PAR,Temp
1, 7/ 1, 0:16,80,R,10,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,248,800,0.69,2,7,20.8
2, 7/ 1, 0:19,80,R,10,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,253,549,0.539,6.1,27,20.8
3, 7/ 1, 0:22,80,R,10,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,210,303,0.306,7.3,57,20.8
4, 7/ 1, 0:25,80,R,10,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,213,257,0.171,6.9,97,20.9
5, 7/ 1, 0:28,80,R,10,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,216,246,0.121,6.9,137,21
6, 7/ 1, 0:31,80,R,10,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,224,241,0.07,5.2,177,21
5p+ Yield PS(II) Test,,,,,,,,,,,,,,,,,,,,,,
Sample #,Date,Time,Mod Int,Mod Wl,Det Gain,Sat Flash Int,Sat Width,Flash Mode,Far Red Mode,Far Red Int,Far Red Dur,Pre-Illum Mode,Illum Dur,Ke,Kq,PAR Corr,F',Fm',Y(II),ETR,PAR,Temp
1, 7/ 1, 0:46,80,R,10,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,190,320,0.406,1.1,7,20.9
2, 7/ 1, 0:49,80,R,10,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,186,254,0.267,3,27,20.9
3, 7/ 1, 0:52,80,R,10,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,163,192,0.151,3.6,57,20.9
4, 7/ 1, 0:55,80,R,10,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,155,175,0.114,4.6,97,21
5, 7/ 1, 0:58,80,R,10,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,158,170,0.07,4,137,21
6, 7/ 1, 1: 1,80,R,10,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,162,167,0.029,2.1,177,21.1
