5p+ Fv/m Test,,,,,,,,,,,,,,,
,437,,,,,,,,,,,,,,
,441,,,,,,,,,,,,,,
,443,,,,,,,,,,,,,,
,443,,,,,,,,,,,,,,
,445,,,,,,,,,,,,,,
,447,,,,,,,,,,,,,,
,453,,,,,,,,,,,,,,
,452,,,,,,,,,,,,,,
,434,,,,,,,,,,,,,,
,410,,,,,,,,,,,,,,
,377,,,,,,,,,,,,,,
,306,,,,,,,,,,,,,,
,224,,,,,,,,,,,,,,
,196,,,,,,,,,,,,,,
,183,,,,,,,,,,,,,,
,175,,,,,,,,,,,,,,
,177,,,,,,,,,,,,,,
,170,,,,,,,,,,,,,,
,162,,,,,,,,,,,,,,
,155,,,,,,,,,,,,,,
,156,,,,,,,,,,,,,,
,160,,,,,,,,,,,,,,
,165,,,,,,,,,,,,,,
,162,,,,,,,,,,,,,,
,166,,,,,,,,,,,,,,
,168,,,,,,,,,,,,,,
5p+ Fv/m Test,,,,,,,,,,,,,,,
Sample #,Date,Time,Mod Int,Mod Wl,Det Gain,Sat Flash Int,Sat PW,Far Red Mode,Far Red Int,Far Red Dur,Fo,Fm,Fv,Fv/m,Fv/o
1, 7/ 7,19:35,50,R,12,75,0.8,On ,50,5,133,453,320,0.706,2.406
Curve:,,,,,,,,,,,,,,,
,132,,,,,,,,,,,,,,
,129,,,,,,,,,,,,,,
,125,,,,,,,,,,,,,,
,132,,,,,,,,,,,,,,
,136,,,,,,,,,,,,,,
,134,,,,,,,,,,,,,,
,133,,,,,,,,,,,,,,
,134,,,,,,,,,,,,,,
,140,,,,,,,,,,,,,,
,142,,,,,,,,,,,,,,
,219,,,,,,,,,,,,,,
,436,,,,,,,,,,,,,,
,448,,,,,,,,,,,,,,
,453,,,,,,,,,,,,,,
,456,,,,,,,,,,,,,,
,457,,,,,,,,,,,,,,
,461,,,,,,,,,,,,,,
,449,,,,,,,,,,,,,,
,458,,,,,,,,,,,,,,
,459,,,,,,,,,,,,,,
,444,,,,,,,,,,,,,,
,424,,,,,,,,,,,,,,
,385,,,,,,,,,,,,,,
,306,,,,,,,,,,,,,,
,217,,,,,,,,,,,,,,
,186,,,,,,,,,,,,,,
,169,,,,,,,,,,,,,,
,156,,,,,,,,,,,,,,
,153,,,,,,,,,,,,,,
,150,,,,,,,,,,,,,,
,145,,,,,,,,,,,,,,
,140,,,,,,,,,,,,,,
,141,,,,,,,,,,,,,,
,141,,,,,,,,,,,,,,
,143,,,,,,,,,,,,,,
,150,,,,,,,,,,,,,,
,161,,,,,,,,,,,,,,
,159,,,,,,,,,,,,,,
5p+ Fv/m Test,,,,,,,,,,,,,,,
Sample #,Date,Time,Mod Int,Mod Wl,Det Gain,Sat Flash Int,Sat PW,Far Red Mode,Far Red Int,Far Red Dur,Fo,Fm,Fv,Fv/m,Fv/o
1, 7/ 1, 0: 7,50,R,12,75,0.8,On ,50,5,132,328,196,0.597,1.484
Curve:,,,,,,,,,,,,,,,
,126,,,,,,,,,,,,,,
,125,,,,,,,,,,,,,,
,126,,,,,,,,,,,,,,
,130,,,,,,,,,,,,,,
,134,,,,,,,,,,,,,,
,137,,,,,,,,,,,,,,
,135,,,,,,,,,,,,,,
,137,,,,,,,,,,,,,,
,136,,,,,,,,,,,,,,
,136,,,,,,,,,,,,,,
,176,,,,,,,,,,,,,,
,271,,,,,,,,,,,,,,
,310,,,,,,,,,,,,,,
,327,,,,,,,,,,,,,,
,334,,,,,,,,,,,,,,
,337,,,,,,,,,,,,,,
,334,,,,,,,,,,,,,,
,332,,,,,,,,,,,,,,
,336,,,,,,,,,,,,,,
,336,,,,,,,,,,,,,,
,334,,,,,,,,,,,,,,
,325,,,,,,,,,,,,,,
,302,,,,,,,,,,,,,,
,271,,,,,,,,,,,,,,
,225,,,,,,,,,,,,,,
,199,,,,,,,,,,,,,,
,183,,,,,,,,,,,,,,
,178,,,,,,,,,,,,,,
,165,,,,,,,,,,,,,,
,161,,,,,,,,,,,,,,
,154,,,,,,,,,,,,,,
,151,,,,,,,,,,,,,,
,150,,,,,,,,,,,,,,
,147,,,,,,,,,,,,,,
,144,,,,,,,,,,,,,,
,145,,,,,,,,,,,,,,
,145,,,,,,,,,,,,,,
,144,,,,,,,,,,,,,,
5p+ Fv/m Test,,,,,,,,,,,,,,,
Sample #,Date,Time,Mod Int,Mod Wl,Det Gain,Sat Flash Int,Sat PW,Far Red Mode,Far Red Int,Far Red Dur,Fo,Fm,Fv,Fv/m,Fv/o
1, 7/ 1, 3:39,50,R,12,75,0.8,On ,50,5,114,260,146,0.561,1.28
Curve:,,,,,,,,,,,,,,,
,115,,,,,,,,,,,,,,
,113,,,,,,,,,,,,,,
,112,,,,,,,,,,,,,,
,111,,,,,,,,,,,,,,
,111,,,,,,,,,,,,,,
,117,,,,,,,,,,,,,,
,120,,,,,,,,,,,,,,
,115,,,,,,,,,,,,,,
,110,,,,,,,,,,,,,,
,109,,,,,,,,,,,,,,
,156,,,,,,,,,,,,,,
,234,,,,,,,,,,,,,,
,226,,,,,,,,,,,,,,
,246,,,,,,,,,,,,,,
,258,,,,,,,,,,,,,,
,266,,,,,,,,,,,,,,
,258,,,,,,,,,,,,,,
,273,,,,,,,,,,,,,,
,266,,,,,,,,,,,,,,
,258,,,,,,,,,,,,,,
,253,,,,,,,,,,,,,,
,249,,,,,,,,,,,,,,
,233,,,,,,,,,,,,,,
,201,,,,,,,,,,,,,,
,165,,,,,,,,,,,,,,
,149,,,,,,,,,,,,,,
,141,,,,,,,,,,,,,,
,134,,,,,,,,,,,,,,
,127,,,,,,,,,,,,,,
,121,,,,,,,,,,,,,,
,122,,,,,,,,,,,,,,
,120,,,,,,,,,,,,,,
,119,,,,,,,,,,,,,,
,120,,,,,,,,,,,,,,
,114,,,,,,,,,,,,,,
,109,,,,,,,,,,,,,,
,108,,,,,,,,,,,,,,
,108,,,,,,,,,,,,,,
5p+ Fv/m Test,,,,,,,,,,,,,,,
Sample #,Date,Time,Mod Int,Mod Wl,Det Gain,Sat Flash Int,Sat PW,Far Red Mode,Far Red Int,Far Red Dur,Fo,Fm,Fv,Fv/m,Fv/o
1, 7/ 1, 4: 3,50,R,12,75,0.8,On ,50,5,103,191,88,0.46,0.854
Curve:,,,,,,,,,,,,,,,
,105,,,,,,,,,,,,,,
,101,,,,,,,,,,,,,,
,104,,,,,,,,,,,,,,
,103,,,,,,,,,,,,,,
,103,,,,,,,,,,,,,,
,101,,,,,,,,,,,,,,
,101,,,,,,,,,,,,,,
,108,,,,,,,,,,,,,,
,118,,,,,,,,,,,,,,
,123,,,,,,,,,,,,,,
,127,,,,,,,,,,,,,,
,169,,,,,,,,,,,,,,
,183,,,,,,,,,,,,,,
,193,,,,,,,,,,,,,,
,190,,,,,,,,,,,,,,
,200,,,,,,,,,,,,,,
,190,,,,,,,,,,,,,,
,189,,,,,,,,,,,,,,
,197,,,,,,,,,,,,,,
,198,,,,,,,,,,,,,,
,197,,,,,,,,,,,,,,
,189,,,,,,,,,,,,,,
,175,,,,,,,,,,,,,,
,157,,,,,,,,,,,,,,
,136,,,,,,,,,,,,,,
,127,,,,,,,,,,,,,,
,124,,,,,,,,,,,,,,
,121,,,,,,,,,,,,,,
,118,,,,,,,,,,,,,,
,117,,,,,,,,,,,,,,
,114,,,,,,,,,,,,,,
,116,,,,,,,,,,,,,,
,114,,,,,,,,,,,,,,
,114,,,,,,,,,,,,,,
,116,,,,,,,,,,,,,,
,115,,,,,,,,,,,,,,
,113,,,,,,,,,,,,,,
,113,,,,,,,,,,,,,,
5p+ Fv/m Test,,,,,,,,,,,,,,,
Sample #,Date,Time,Mod Int,Mod Wl,Det Gain,Sat Flash Int,Sat PW,Far Red Mode,Far Red Int,Far Red Dur,Fo,Fm,Fv,Fv/m,Fv/o
1, 7/ 1, 4:31,50,R,12,75,0.8,On ,50,5,162,492,330,0.67,2.037
Curve:,,,,,,,,,,,,,,,
,169,,,,,,,,,,,,,,
,163,,,,,,,,,,,,,,
,158,,,,,,,,,,,,,,
,160,,,,,,,,,,,,,,
,160,,,,,,,,,,,,,,
,162,,,,,,,,,,,,,,
,164,,,,,,,,,,,,,,
,163,,,,,,,,,,,,,,
,162,,,,,,,,,,,,,,
,161,,,,,,,,,,,,,,
,240,,,,,,,,,,,,,,
,464,,,,,,,,,,,,,,
,492,,,,,,,,,,,,,,
,493,,,,,,,,,,,,,,
,497,,,,,,,,,,,,,,
,495,,,,,,,,,,,,,,
,497,,,,,,,,,,,,,,
,499,,,,,,,,,,,,,,
,499,,,,,,,,,,,,,,
,498,,,,,,,,,,,,,,
,485,,,,,,,,,,,,,,
,466,,,,,,,,,,,,,,
,424,,,,,,,,,,,,,,
,339,,,,,,,,,,,,,,
,243,,,,,,,,,,,,,,
,208,,,,,,,,,,,,,,
,188,,,,,,,,,,,,,,
,174,,,,,,,,,,,,,,
,170,,,,,,,,,,,,,,
,167,,,,,,,,,,,,,,
,164,,,,,,,,,,,,,,
,164,,,,,,,,,,,,,,
,165,,,,,,,,,,,,,,
,165,,,,,,,,,,,,,,
,167,,,,,,,,,,,,,,
,165,,,,,,,,,,,,,,
,164,,,,,,,,,,,,,,
,164,,,,,,,,,,,,,,
5p+ Fv/m Test,,,,,,,,,,,,,,,
Sample #,Date,Time,Mod Int,Mod Wl,Det Gain,Sat Flash Int,Sat PW,Far Red Mode,Far Red Int,Far Red Dur,Fo,Fm,Fv,Fv/m,Fv/o
1, 7/ 1, 4:59,50,R,12,75,0.8,On ,50,5,120,251,131,0.521,1.091
Curve:,,,,,,,,,,,,,,,
,118,,,,,,,,,,,,,,
,121,,,,,,,,,,,,,,
,121,,,,,,,,,,,,,,
,117,,,,,,,,,,,,,,
,118,,,,,,,,,,,,,,
,119,,,,,,,,,,,,,,
,120,,,,,,,,,,,,,,
,123,,,,,,,,,,,,,,
,126,,,,,,,,,,,,,,
,126,,,,,,,,,,,,,,
,157,,,,,,,,,,,,,,
,230,,,,,,,,,,,,,,
,243,,,,,,,,,,,,,,
,252,,,,,,,,,,,,,,
,251,,,,,,,,,,,,,,
,254,,,,,,,,,,,,,,
,253,,,,,,,,,,,,,,
,256,,,,,,,,,,,,,,
,256,,,,,,,,,,,,,,
,254,,,,,,,,,,,,,,
,248,,,,,,,,,,,,,,
,243,,,,,,,,,,,,,,
,230,,,,,,,,,,,,,,
,200,,,,,,,,,,,,,,
,168,,,,,,,,,,,,,,
,155,,,,,,,,,,,,,,
,143,,,,,,,,,,,,,,
,137,,,,,,,,,,,,,,
,132,,,,,,,,,,,,,,
,129,,,,,,,,,,,,,,
,127,,,,,,,,,,,,,,
,132,,,,,,,,,,,,,,
,129,,,,,,,,,,,,,,
,126,,,,,,,,,,,,,,
,126,,,,,,,,,,,,,,
,126,,,,,,,,,,,,,,
,129,,,,,,,,,,,,,,
,128,,,,,,,,,,,,,,
